ZONE	i=65	j=49
	2.1875000000000000E-01,	5.2126345021542131E-01
	2.5000000000000000E-01,	5.2495371080472786E-01
	2.8125000000000000E-01,	5.2864397139403441E-01
	3.1250000000000000E-01,	5.3233423198334096E-01
	3.4375000000000000E-01,	5.3602449257264739E-01
	3.7500000000000000E-01,	5.3971475316195405E-01
	4.0625000000000000E-01,	5.4340501375126060E-01
	4.3750000000000000E-01,	5.4709527434056704E-01
	4.6875000000000000E-01,	5.5078553492987359E-01
	5.0000000000000000E-01,	5.5447579551918014E-01
	5.3125000000000000E-01,	5.5078553492987359E-01
	5.6250000000000000E-01,	5.4709527434056704E-01
	5.9375000000000000E-01,	5.4340501375126049E-01
	6.2500000000000000E-01,	5.3971475316195405E-01
	6.5625000000000000E-01,	5.3602449257264762E-01
	6.8750000000000000E-01,	5.3233423198334118E-01
	7.1875000000000000E-01,	5.2864397139403441E-01
	7.5000000000000000E-01,	5.2495371080472775E-01
	7.8125000000000000E-01,	5.2126345021542131E-01
	8.1250000000000000E-01,	5.1757318962611476E-01
	8.4375000000000000E-01,	5.1388292903680821E-01
	8.7500000000000000E-01,	5.1019266844750155E-01
	9.0625000000000000E-01,	5.0650240785819522E-01
	9.3750000000000000E-01,	5.0281214726888868E-01
	9.6875000000000000E-01,	4.9912188667958202E-01
	1.0000000000000000E+00,	4.9543162609027558E-01
	1.0312500000000000E+00,	4.9543162609027552E-01
	1.0625000000000000E+00,	4.9543162609027558E-01
	1.0937500000000000E+00,	4.9543162609027569E-01
	1.1250000000000000E+00,	4.9543162609027541E-01
	1.1562500000000000E+00,	4.9543162609027541E-01
	1.1875000000000000E+00,	4.9543162609027552E-01
	1.2187500000000000E+00,	4.9543162609027558E-01
	1.2500000000000000E+00,	4.9543162609027552E-01
	1.2812500000000000E+00,	4.9543162609027541E-01
	1.3125000000000000E+00,	4.9543162609027541E-01
	1.3437500000000000E+00,	4.9543162609027552E-01
	1.3750000000000000E+00,	4.9543162609027541E-01
	1.4062500000000000E+00,	4.9543162609027552E-01
	1.4375000000000000E+00,	4.9543162609027558E-01
	1.4687500000000000E+00,	4.9543162609027552E-01
	1.5000000000000000E+00,	4.9543162609027552E-01
	-5.0000000000000000E-01,	5.2660530964975771E-01
	-4.6875000000000000E-01,	5.2660530964975771E-01
	-4.3750000000000000E-01,	5.2660530964975794E-01
	-4.0625000000000000E-01,	5.2660530964975771E-01
	-3.7500000000000000E-01,	5.2660530964975794E-01
	-3.4375000000000000E-01,	5.2660530964975771E-01
	-3.1250000000000000E-01,	5.2660530964975782E-01
	-2.8125000000000000E-01,	5.2660530964975782E-01
	-2.5000000000000000E-01,	5.2660530964975771E-01
	-2.1875000000000000E-01,	5.2660530964975771E-01
	-1.8750000000000000E-01,	5.2660530964975771E-01
	-1.5625000000000000E-01,	5.2660530964975771E-01
	-1.2500000000000000E-01,	5.2660530964975782E-01
	-9.3750000000000000E-02,	5.2660530964975771E-01
	-6.2500000000000000E-02,	5.2660530964975771E-01
	-3.1250000000000000E-02,	5.2660530964975760E-01
	0.0000000000000000E+00,	5.2660530964975771E-01
	3.1250000000000000E-02,	5.3018105437448915E-01
	6.2500000000000000E-02,	5.3375679909922069E-01
	9.3750000000000000E-02,	5.3733254382395201E-01
	1.2500000000000000E-01,	5.4090828854868367E-01
	1.5625000000000000E-01,	5.4448403327341499E-01
	1.8750000000000000E-01,	5.4805977799814642E-01
	2.1875000000000000E-01,	5.5163552272287786E-01
	2.5000000000000000E-01,	5.5521126744760929E-01
	2.8125000000000000E-01,	5.5878701217234061E-01
	3.1250000000000000E-01,	5.6236275689707227E-01
	3.4375000000000000E-01,	5.6593850162180359E-01
	3.7500000000000000E-01,	5.6951424634653514E-01
	4.0625000000000000E-01,	5.7308999107126646E-01
	4.3750000000000000E-01,	5.7666573579599789E-01
	4.6875000000000000E-01,	5.8024148052072944E-01
	5.0000000000000000E-01,	5.8381722524546087E-01
	5.3125000000000000E-01,	5.8024148052072944E-01
	5.6250000000000000E-01,	5.7666573579599789E-01
	5.9375000000000000E-01,	5.7308999107126646E-01
	6.2500000000000000E-01,	5.6951424634653514E-01
	6.5625000000000000E-01,	5.6593850162180370E-01
	6.8750000000000000E-01,	5.6236275689707238E-01
	7.1875000000000000E-01,	5.5878701217234084E-01
	7.5000000000000000E-01,	5.5521126744760918E-01
	7.8125000000000000E-01,	5.5163552272287786E-01
	8.1250000000000000E-01,	5.4805977799814642E-01
	8.4375000000000000E-01,	5.4448403327341488E-01
	8.7500000000000000E-01,	5.4090828854868345E-01
	9.0625000000000000E-01,	5.3733254382395201E-01
	9.3750000000000000E-01,	5.3375679909922069E-01
	9.6875000000000000E-01,	5.3018105437448915E-01
	1.0000000000000000E+00,	5.2660530964975782E-01
	1.0312500000000000E+00,	5.2660530964975771E-01
	1.0625000000000000E+00,	5.2660530964975782E-01
	1.0937500000000000E+00,	5.2660530964975794E-01
	1.1250000000000000E+00,	5.2660530964975771E-01
	1.1562500000000000E+00,	5.2660530964975760E-01
	1.1875000000000000E+00,	5.2660530964975771E-01
	1.2187500000000000E+00,	5.2660530964975782E-01
	1.2500000000000000E+00,	5.2660530964975771E-01
	1.2812500000000000E+00,	5.2660530964975771E-01
	1.3125000000000000E+00,	5.2660530964975771E-01
	1.3437500000000000E+00,	5.2660530964975771E-01
	1.3750000000000000E+00,	5.2660530964975771E-01
	1.4062500000000000E+00,	5.2660530964975771E-01
	1.4375000000000000E+00,	5.2660530964975782E-01
	1.4687500000000000E+00,	5.2660530964975771E-01
	1.5000000000000000E+00,	5.2660530964975771E-01
	-5.0000000000000000E-01,	5.5779974855138925E-01
	-4.6875000000000000E-01,	5.5779974855138925E-01
	-4.3750000000000000E-01,	5.5779974855138936E-01
	-4.0625000000000000E-01,	5.5779974855138914E-01
	-3.7500000000000000E-01,	5.5779974855138936E-01
	-3.4375000000000000E-01,	5.5779974855138925E-01
	-3.1250000000000000E-01,	5.5779974855138936E-01
	-2.8125000000000000E-01,	5.5779974855138936E-01
	-2.5000000000000000E-01,	5.5779974855138925E-01
	-2.1875000000000000E-01,	5.5779974855138914E-01
	-1.8750000000000000E-01,	5.5779974855138925E-01
	-1.5625000000000000E-01,	5.5779974855138925E-01
	-1.2500000000000000E-01,	5.5779974855138936E-01
	-9.3750000000000000E-02,	5.5779974855138914E-01
	-6.2500000000000000E-02,	5.5779974855138925E-01
	-3.1250000000000000E-02,	5.5779974855138914E-01
	0.0000000000000000E+00,	5.5779974855138925E-01
	3.1250000000000000E-02,	5.6126090116723670E-01
	6.2500000000000000E-02,	5.6472205378308460E-01
	9.3750000000000000E-02,	5.6818320639893238E-01
	1.2500000000000000E-01,	5.7164435901478028E-01
	1.5625000000000000E-01,	5.7510551163062784E-01
	1.8750000000000000E-01,	5.7856666424647551E-01
	2.1875000000000000E-01,	5.8202781686232319E-01
	2.5000000000000000E-01,	5.8548896947817097E-01
	2.8125000000000000E-01,	5.8895012209401854E-01
	3.1250000000000000E-01,	5.9241127470986643E-01
	3.4375000000000000E-01,	5.9587242732571399E-01
	3.7500000000000000E-01,	5.9933357994156178E-01
	4.0625000000000000E-01,	6.0279473255740945E-01
	4.3750000000000000E-01,	6.0625588517325713E-01
	4.6875000000000000E-01,	6.0971703778910491E-01
	5.0000000000000000E-01,	6.1317819040495247E-01
	5.3125000000000000E-01,	6.0971703778910480E-01
	5.6250000000000000E-01,	6.0625588517325713E-01
	5.9375000000000000E-01,	6.0279473255740934E-01
	6.2500000000000000E-01,	5.9933357994156178E-01
	6.5625000000000000E-01,	5.9587242732571422E-01
	6.8750000000000000E-01,	5.9241127470986654E-01
	7.1875000000000000E-01,	5.8895012209401876E-01
	7.5000000000000000E-01,	5.8548896947817086E-01
	7.8125000000000000E-01,	5.8202781686232319E-01
	8.1250000000000000E-01,	5.7856666424647551E-01
	8.4375000000000000E-01,	5.7510551163062773E-01
	8.7500000000000000E-01,	5.7164435901478006E-01
	9.0625000000000000E-01,	5.6818320639893238E-01
	9.3750000000000000E-01,	5.6472205378308471E-01
	9.6875000000000000E-01,	5.6126090116723670E-01
	1.0000000000000000E+00,	5.5779974855138936E-01
	1.0312500000000000E+00,	5.5779974855138925E-01
	1.0625000000000000E+00,	5.5779974855138936E-01
	1.0937500000000000E+00,	5.5779974855138936E-01
	1.1250000000000000E+00,	5.5779974855138914E-01
	1.1562500000000000E+00,	5.5779974855138914E-01
	1.1875000000000000E+00,	5.5779974855138925E-01
	1.2187500000000000E+00,	5.5779974855138936E-01
	1.2500000000000000E+00,	5.5779974855138925E-01
	1.2812500000000000E+00,	5.5779974855138914E-01
	1.3125000000000000E+00,	5.5779974855138914E-01
	1.3437500000000000E+00,	5.5779974855138925E-01
	1.3750000000000000E+00,	5.5779974855138914E-01
	1.4062500000000000E+00,	5.5779974855138925E-01
	1.4375000000000000E+00,	5.5779974855138936E-01
	1.4687500000000000E+00,	5.5779974855138925E-01
	1.5000000000000000E+00,	5.5779974855138925E-01
	-5.0000000000000000E-01,	5.8901429080897505E-01
	-4.6875000000000000E-01,	5.8901429080897505E-01
	-4.3750000000000000E-01,	5.8901429080897516E-01
	-4.0625000000000000E-01,	5.8901429080897494E-01
	-3.7500000000000000E-01,	5.8901429080897516E-01
	-3.4375000000000000E-01,	5.8901429080897505E-01
	-3.1250000000000000E-01,	5.8901429080897516E-01
	-2.8125000000000000E-01,	5.8901429080897516E-01
	-2.5000000000000000E-01,	5.8901429080897505E-01
	-2.1875000000000000E-01,	5.8901429080897494E-01
	-1.8750000000000000E-01,	5.8901429080897505E-01
	-1.5625000000000000E-01,	5.8901429080897505E-01
	-1.2500000000000000E-01,	5.8901429080897516E-01
	-9.3750000000000000E-02,	5.8901429080897494E-01
	-6.2500000000000000E-02,	5.8901429080897505E-01
	-3.1250000000000000E-02,	5.8901429080897483E-01
	0.0000000000000000E+00,	5.8901429080897505E-01
	3.1250000000000000E-02,	5.9236077746668769E-01
	6.2500000000000000E-02,	5.9570726412440056E-01
	9.3750000000000000E-02,	5.9905375078211331E-01
	1.2500000000000000E-01,	6.0240023743982629E-01
	1.5625000000000000E-01,	6.0574672409753894E-01
	1.8750000000000000E-01,	6.0909321075525158E-01
	2.1875000000000000E-01,	6.1243969741296445E-01
	2.5000000000000000E-01,	6.1578618407067720E-01
	2.8125000000000000E-01,	6.1913267072838996E-01
	3.1250000000000000E-01,	6.2247915738610282E-01
	3.4375000000000000E-01,	6.2582564404381547E-01
	3.7500000000000000E-01,	6.2917213070152833E-01
	4.0625000000000000E-01,	6.3251861735924109E-01
	4.3750000000000000E-01,	6.3586510401695384E-01
	4.6875000000000000E-01,	6.3921159067466660E-01
	5.0000000000000000E-01,	6.4255807733237935E-01
	5.3125000000000000E-01,	6.3921159067466660E-01
	5.6250000000000000E-01,	6.3586510401695384E-01
	5.9375000000000000E-01,	6.3251861735924098E-01
	6.2500000000000000E-01,	6.2917213070152833E-01
	6.5625000000000000E-01,	6.2582564404381569E-01
	6.8750000000000000E-01,	6.2247915738610293E-01
	7.1875000000000000E-01,	6.1913267072839007E-01
	7.5000000000000000E-01,	6.1578618407067698E-01
	7.8125000000000000E-01,	6.1243969741296445E-01
	8.1250000000000000E-01,	6.0909321075525158E-01
	8.4375000000000000E-01,	6.0574672409753882E-01
	8.7500000000000000E-01,	6.0240023743982607E-01
	9.0625000000000000E-01,	5.9905375078211331E-01
	9.3750000000000000E-01,	5.9570726412440067E-01
	9.6875000000000000E-01,	5.9236077746668769E-01
	1.0000000000000000E+00,	5.8901429080897516E-01
	1.0312500000000000E+00,	5.8901429080897505E-01
	1.0625000000000000E+00,	5.8901429080897516E-01
	1.0937500000000000E+00,	5.8901429080897516E-01
	1.1250000000000000E+00,	5.8901429080897494E-01
	1.1562500000000000E+00,	5.8901429080897483E-01
	1.1875000000000000E+00,	5.8901429080897505E-01
	1.2187500000000000E+00,	5.8901429080897516E-01
	1.2500000000000000E+00,	5.8901429080897505E-01
	1.2812500000000000E+00,	5.8901429080897494E-01
	1.3125000000000000E+00,	5.8901429080897494E-01
	1.3437500000000000E+00,	5.8901429080897505E-01
	1.3750000000000000E+00,	5.8901429080897494E-01
	1.4062500000000000E+00,	5.8901429080897505E-01
	1.4375000000000000E+00,	5.8901429080897516E-01
	1.4687500000000000E+00,	5.8901429080897505E-01
	1.5000000000000000E+00,	5.8901429080897505E-01
	-5.0000000000000000E-01,	6.2024828272894006E-01
	-4.6875000000000000E-01,	6.2024828272894006E-01
	-4.3750000000000000E-01,	6.2024828272894017E-01
	-4.0625000000000000E-01,	6.2024828272893995E-01
	-3.7500000000000000E-01,	6.2024828272894017E-01
	-3.4375000000000000E-01,	6.2024828272894006E-01
	-3.1250000000000000E-01,	6.2024828272894017E-01
	-2.8125000000000000E-01,	6.2024828272894017E-01
	-2.5000000000000000E-01,	6.2024828272894006E-01
	-2.1875000000000000E-01,	6.2024828272893995E-01
	-1.8750000000000000E-01,	6.2024828272894006E-01
	-1.5625000000000000E-01,	6.2024828272894006E-01
	-1.2500000000000000E-01,	6.2024828272894017E-01
	-9.3750000000000000E-02,	6.2024828272893995E-01
	-6.2500000000000000E-02,	6.2024828272894006E-01
	-3.1250000000000000E-02,	6.2024828272893984E-01
	0.0000000000000000E+00,	6.2024828272894006E-01
	3.1250000000000000E-02,	6.2348003198059598E-01
	6.2500000000000000E-02,	6.2671178123225224E-01
	9.3750000000000000E-02,	6.2994353048390839E-01
	1.2500000000000000E-01,	6.3317527973556464E-01
	1.5625000000000000E-01,	6.3640702898722057E-01
	1.8750000000000000E-01,	6.3963877823887660E-01
	2.1875000000000000E-01,	6.4287052749053275E-01
	2.5000000000000000E-01,	6.4610227674218890E-01
	2.8125000000000000E-01,	6.4933402599384493E-01
	3.1250000000000000E-01,	6.5256577524550119E-01
	3.4375000000000000E-01,	6.5579752449715711E-01
	3.7500000000000000E-01,	6.5902927374881337E-01
	4.0625000000000000E-01,	6.6226102300046941E-01
	4.3750000000000000E-01,	6.6549277225212555E-01
	4.6875000000000000E-01,	6.6872452150378170E-01
	5.0000000000000000E-01,	6.7195627075543762E-01
	5.3125000000000000E-01,	6.6872452150378159E-01
	5.6250000000000000E-01,	6.6549277225212555E-01
	5.9375000000000000E-01,	6.6226102300046930E-01
	6.2500000000000000E-01,	6.5902927374881337E-01
	6.5625000000000000E-01,	6.5579752449715734E-01
	6.8750000000000000E-01,	6.5256577524550130E-01
	7.1875000000000000E-01,	6.4933402599384504E-01
	7.5000000000000000E-01,	6.4610227674218879E-01
	7.8125000000000000E-01,	6.4287052749053275E-01
	8.1250000000000000E-01,	6.3963877823887660E-01
	8.4375000000000000E-01,	6.3640702898722057E-01
	8.7500000000000000E-01,	6.3317527973556442E-01
	9.0625000000000000E-01,	6.2994353048390839E-01
	9.3750000000000000E-01,	6.2671178123225235E-01
	9.6875000000000000E-01,	6.2348003198059598E-01
	1.0000000000000000E+00,	6.2024828272894017E-01
	1.0312500000000000E+00,	6.2024828272894006E-01
	1.0625000000000000E+00,	6.2024828272894017E-01
	1.0937500000000000E+00,	6.2024828272894017E-01
	1.1250000000000000E+00,	6.2024828272893995E-01
	1.1562500000000000E+00,	6.2024828272893984E-01
	1.1875000000000000E+00,	6.2024828272894006E-01
	1.2187500000000000E+00,	6.2024828272894017E-01
	1.2500000000000000E+00,	6.2024828272894006E-01
	1.2812500000000000E+00,	6.2024828272893995E-01
	1.3125000000000000E+00,	6.2024828272893995E-01
	1.3437500000000000E+00,	6.2024828272894006E-01
	1.3750000000000000E+00,	6.2024828272893995E-01
	1.4062500000000000E+00,	6.2024828272894006E-01
	1.4375000000000000E+00,	6.2024828272894017E-01
	1.4687500000000000E+00,	6.2024828272894006E-01
	1.5000000000000000E+00,	6.2024828272894006E-01
	-5.0000000000000000E-01,	6.5150106896427440E-01
	-4.6875000000000000E-01,	6.5150106896427440E-01
	-4.3750000000000000E-01,	6.5150106896427451E-01
	-4.0625000000000000E-01,	6.5150106896427429E-01
	-3.7500000000000000E-01,	6.5150106896427451E-01
	-3.4375000000000000E-01,	6.5150106896427440E-01
	-3.1250000000000000E-01,	6.5150106896427451E-01
	-2.8125000000000000E-01,	6.5150106896427451E-01
	-2.5000000000000000E-01,	6.5150106896427440E-01
	-2.1875000000000000E-01,	6.5150106896427429E-01
	-1.8750000000000000E-01,	6.5150106896427440E-01
	-1.5625000000000000E-01,	6.5150106896427440E-01
	-1.2500000000000000E-01,	6.5150106896427451E-01
	-9.3750000000000000E-02,	6.5150106896427429E-01
	-6.2500000000000000E-02,	6.5150106896427440E-01
	-3.1250000000000000E-02,	6.5150106896427418E-01
	0.0000000000000000E+00,	6.5150106896427440E-01
	3.1250000000000000E-02,	6.5461801176935519E-01
	6.2500000000000000E-02,	6.5773495457443643E-01
	9.3750000000000000E-02,	6.6085189737951744E-01
	1.2500000000000000E-01,	6.6396884018459867E-01
	1.5625000000000000E-01,	6.6708578298967958E-01
	1.8750000000000000E-01,	6.7020272579476048E-01
	2.1875000000000000E-01,	6.7331966859984160E-01
	2.5000000000000000E-01,	6.7643661140492262E-01
	2.8125000000000000E-01,	6.7955355421000363E-01
	3.1250000000000000E-01,	6.8267049701508475E-01
	3.4375000000000000E-01,	6.8578743982016566E-01
	3.7500000000000000E-01,	6.8890438262524678E-01
	4.0625000000000000E-01,	6.9202132543032779E-01
	4.3750000000000000E-01,	6.9513826823540881E-01
	4.6875000000000000E-01,	6.9825521104048993E-01
	5.0000000000000000E-01,	7.0137215384557083E-01
	5.3125000000000000E-01,	6.9825521104048971E-01
	5.6250000000000000E-01,	6.9513826823540881E-01
	5.9375000000000000E-01,	6.9202132543032768E-01
	6.2500000000000000E-01,	6.8890438262524678E-01
	6.5625000000000000E-01,	6.8578743982016588E-01
	6.8750000000000000E-01,	6.8267049701508487E-01
	7.1875000000000000E-01,	6.7955355421000374E-01
	7.5000000000000000E-01,	6.7643661140492239E-01
	7.8125000000000000E-01,	6.7331966859984160E-01
	8.1250000000000000E-01,	6.7020272579476048E-01
	8.4375000000000000E-01,	6.6708578298967947E-01
	8.7500000000000000E-01,	6.6396884018459845E-01
	9.0625000000000000E-01,	6.6085189737951744E-01
	9.3750000000000000E-01,	6.5773495457443654E-01
	9.6875000000000000E-01,	6.5461801176935519E-01
	1.0000000000000000E+00,	6.5150106896427451E-01
	1.0312500000000000E+00,	6.5150106896427440E-01
	1.0625000000000000E+00,	6.5150106896427451E-01
	1.0937500000000000E+00,	6.5150106896427451E-01
	1.1250000000000000E+00,	6.5150106896427429E-01
	1.1562500000000000E+00,	6.5150106896427418E-01
	1.1875000000000000E+00,	6.5150106896427440E-01
	1.2187500000000000E+00,	6.5150106896427451E-01
	1.2500000000000000E+00,	6.5150106896427440E-01
	1.2812500000000000E+00,	6.5150106896427429E-01
	1.3125000000000000E+00,	6.5150106896427429E-01
	1.3437500000000000E+00,	6.5150106896427440E-01
	1.3750000000000000E+00,	6.5150106896427429E-01
	1.4062500000000000E+00,	6.5150106896427440E-01
	1.4375000000000000E+00,	6.5150106896427451E-01
	1.4687500000000000E+00,	6.5150106896427440E-01
	1.5000000000000000E+00,	6.5150106896427440E-01
	-5.0000000000000000E-01,	6.8277199256876242E-01
	-4.6875000000000000E-01,	6.8277199256876242E-01
	-4.3750000000000000E-01,	6.8277199256876253E-01
	-4.0625000000000000E-01,	6.8277199256876242E-01
	-3.7500000000000000E-01,	6.8277199256876253E-01
	-3.4375000000000000E-01,	6.8277199256876242E-01
	-3.1250000000000000E-01,	6.8277199256876242E-01
	-2.8125000000000000E-01,	6.8277199256876242E-01
	-2.5000000000000000E-01,	6.8277199256876242E-01
	-2.1875000000000000E-01,	6.8277199256876242E-01
	-1.8750000000000000E-01,	6.8277199256876242E-01
	-1.5625000000000000E-01,	6.8277199256876242E-01
	-1.2500000000000000E-01,	6.8277199256876242E-01
	-9.3750000000000000E-02,	6.8277199256876242E-01
	-6.2500000000000000E-02,	6.8277199256876242E-01
	-3.1250000000000000E-02,	6.8277199256876220E-01
	0.0000000000000000E+00,	6.8277199256876242E-01
	3.1250000000000000E-02,	6.8577406230002769E-01
	6.2500000000000000E-02,	6.8877613203129351E-01
	9.3750000000000000E-02,	6.9177820176255878E-01
	1.2500000000000000E-01,	6.9478027149382460E-01
	1.5625000000000000E-01,	6.9778234122508986E-01
	1.8750000000000000E-01,	7.0078441095635546E-01
	2.1875000000000000E-01,	7.0378648068762095E-01
	2.5000000000000000E-01,	7.0678855041888655E-01
	2.8125000000000000E-01,	7.0979062015015193E-01
	3.1250000000000000E-01,	7.1279268988141764E-01
	3.4375000000000000E-01,	7.1579475961268313E-01
	3.7500000000000000E-01,	7.1879682934394862E-01
	4.0625000000000000E-01,	7.2179889907521400E-01
	4.3750000000000000E-01,	7.2480096880647960E-01
	4.6875000000000000E-01,	7.2780303853774508E-01
	5.0000000000000000E-01,	7.3080510826901057E-01
	5.3125000000000000E-01,	7.2780303853774508E-01
	5.6250000000000000E-01,	7.2480096880647960E-01
	5.9375000000000000E-01,	7.2179889907521400E-01
	6.2500000000000000E-01,	7.1879682934394862E-01
	6.5625000000000000E-01,	7.1579475961268313E-01
	6.8750000000000000E-01,	7.1279268988141786E-01
	7.1875000000000000E-01,	7.0979062015015204E-01
	7.5000000000000000E-01,	7.0678855041888633E-01
	7.8125000000000000E-01,	7.0378648068762095E-01
	8.1250000000000000E-01,	7.0078441095635546E-01
	8.4375000000000000E-01,	6.9778234122508986E-01
	8.7500000000000000E-01,	6.9478027149382438E-01
	9.0625000000000000E-01,	6.9177820176255878E-01
	9.3750000000000000E-01,	6.8877613203129351E-01
	9.6875000000000000E-01,	6.8577406230002769E-01
	1.0000000000000000E+00,	6.8277199256876242E-01
	1.0312500000000000E+00,	6.8277199256876242E-01
	1.0625000000000000E+00,	6.8277199256876242E-01
	1.0937500000000000E+00,	6.8277199256876253E-01
	1.1250000000000000E+00,	6.8277199256876242E-01
	1.1562500000000000E+00,	6.8277199256876220E-01
	1.1875000000000000E+00,	6.8277199256876242E-01
	1.2187500000000000E+00,	6.8277199256876242E-01
	1.2500000000000000E+00,	6.8277199256876242E-01
	1.2812500000000000E+00,	6.8277199256876242E-01
	1.3125000000000000E+00,	6.8277199256876242E-01
	1.3437500000000000E+00,	6.8277199256876242E-01
	1.3750000000000000E+00,	6.8277199256876242E-01
	1.4062500000000000E+00,	6.8277199256876242E-01
	1.4375000000000000E+00,	6.8277199256876242E-01
	1.4687500000000000E+00,	6.8277199256876242E-01
	1.5000000000000000E+00,	6.8277199256876242E-01
	-5.0000000000000000E-01,	7.1406039505151675E-01
	-4.6875000000000000E-01,	7.1406039505151675E-01
	-4.3750000000000000E-01,	7.1406039505151708E-01
	-4.0625000000000000E-01,	7.1406039505151664E-01
	-3.7500000000000000E-01,	7.1406039505151708E-01
	-3.4375000000000000E-01,	7.1406039505151675E-01
	-3.1250000000000000E-01,	7.1406039505151686E-01
	-2.8125000000000000E-01,	7.1406039505151686E-01
	-2.5000000000000000E-01,	7.1406039505151675E-01
	-2.1875000000000000E-01,	7.1406039505151664E-01
	-1.8750000000000000E-01,	7.1406039505151675E-01
	-1.5625000000000000E-01,	7.1406039505151675E-01
	-1.2500000000000000E-01,	7.1406039505151686E-01
	-9.3750000000000000E-02,	7.1406039505151664E-01
	-6.2500000000000000E-02,	7.1406039505151675E-01
	-3.1250000000000000E-02,	7.1406039505151642E-01
	0.0000000000000000E+00,	7.1406039505151675E-01
	3.1250000000000000E-02,	7.1694752750067836E-01
	6.2500000000000000E-02,	7.1983465994984042E-01
	9.3750000000000000E-02,	7.2272179239900225E-01
	1.2500000000000000E-01,	7.2560892484816442E-01
	1.5625000000000000E-01,	7.2849605729732625E-01
	1.8750000000000000E-01,	7.3138318974648797E-01
	2.1875000000000000E-01,	7.3427032219564980E-01
	2.5000000000000000E-01,	7.3715745464481175E-01
	2.8125000000000000E-01,	7.4004458709397347E-01
	3.1250000000000000E-01,	7.4293171954313553E-01
	3.4375000000000000E-01,	7.4581885199229725E-01
	3.7500000000000000E-01,	7.4870598444145930E-01
	4.0625000000000000E-01,	7.5159311689062103E-01
	4.3750000000000000E-01,	7.5448024933978308E-01
	4.6875000000000000E-01,	7.5736738178894480E-01
	5.0000000000000000E-01,	7.6025451423810653E-01
	5.3125000000000000E-01,	7.5736738178894469E-01
	5.6250000000000000E-01,	7.5448024933978308E-01
	5.9375000000000000E-01,	7.5159311689062092E-01
	6.2500000000000000E-01,	7.4870598444145930E-01
	6.5625000000000000E-01,	7.4581885199229736E-01
	6.8750000000000000E-01,	7.4293171954313575E-01
	7.1875000000000000E-01,	7.4004458709397358E-01
	7.5000000000000000E-01,	7.3715745464481153E-01
	7.8125000000000000E-01,	7.3427032219564980E-01
	8.1250000000000000E-01,	7.3138318974648797E-01
	8.4375000000000000E-01,	7.2849605729732603E-01
	8.7500000000000000E-01,	7.2560892484816419E-01
	9.0625000000000000E-01,	7.2272179239900225E-01
	9.3750000000000000E-01,	7.1983465994984053E-01
	9.6875000000000000E-01,	7.1694752750067847E-01
	1.0000000000000000E+00,	7.1406039505151686E-01
	1.0312500000000000E+00,	7.1406039505151675E-01
	1.0625000000000000E+00,	7.1406039505151686E-01
	1.0937500000000000E+00,	7.1406039505151708E-01
	1.1250000000000000E+00,	7.1406039505151664E-01
	1.1562500000000000E+00,	7.1406039505151642E-01
	1.1875000000000000E+00,	7.1406039505151675E-01
	1.2187500000000000E+00,	7.1406039505151686E-01
	1.2500000000000000E+00,	7.1406039505151675E-01
	1.2812500000000000E+00,	7.1406039505151664E-01
	1.3125000000000000E+00,	7.1406039505151664E-01
	1.3437500000000000E+00,	7.1406039505151675E-01
	1.3750000000000000E+00,	7.1406039505151664E-01
	1.4062500000000000E+00,	7.1406039505151675E-01
	1.4375000000000000E+00,	7.1406039505151686E-01
	1.4687500000000000E+00,	7.1406039505151675E-01
	1.5000000000000000E+00,	7.1406039505151675E-01
	-5.0000000000000000E-01,	7.4536561643177557E-01
	-4.6875000000000000E-01,	7.4536561643177557E-01
	-4.3750000000000000E-01,	7.4536561643177579E-01
	-4.0625000000000000E-01,	7.4536561643177546E-01
	-3.7500000000000000E-01,	7.4536561643177579E-01
	-3.4375000000000000E-01,	7.4536561643177557E-01
	-3.1250000000000000E-01,	7.4536561643177579E-01
	-2.8125000000000000E-01,	7.4536561643177579E-01
	-2.5000000000000000E-01,	7.4536561643177557E-01
	-2.1875000000000000E-01,	7.4536561643177546E-01
	-1.8750000000000000E-01,	7.4536561643177557E-01
	-1.5625000000000000E-01,	7.4536561643177557E-01
	-1.2500000000000000E-01,	7.4536561643177579E-01
	-9.3750000000000000E-02,	7.4536561643177546E-01
	-6.2500000000000000E-02,	7.4536561643177557E-01
	-3.1250000000000000E-02,	7.4536561643177535E-01
	0.0000000000000000E+00,	7.4536561643177557E-01
	3.1250000000000000E-02,	7.4813774981497072E-01
	6.2500000000000000E-02,	7.5090988319816621E-01
	9.3750000000000000E-02,	7.5368201658136169E-01
	1.2500000000000000E-01,	7.5645414996455729E-01
	1.5625000000000000E-01,	7.5922628334775255E-01
	1.8750000000000000E-01,	7.6199841673094781E-01
	2.1875000000000000E-01,	7.6477055011414319E-01
	2.5000000000000000E-01,	7.6754268349733878E-01
	2.8125000000000000E-01,	7.7031481688053405E-01
	3.1250000000000000E-01,	7.7308695026372953E-01
	3.4375000000000000E-01,	7.7585908364692480E-01
	3.7500000000000000E-01,	7.7863121703012028E-01
	4.0625000000000000E-01,	7.8140335041331554E-01
	4.3750000000000000E-01,	7.8417548379651114E-01
	4.6875000000000000E-01,	7.8694761717970640E-01
	5.0000000000000000E-01,	7.8971975056290189E-01
	5.3125000000000000E-01,	7.8694761717970640E-01
	5.6250000000000000E-01,	7.8417548379651114E-01
	5.9375000000000000E-01,	7.8140335041331543E-01
