ZONE	i=65	j=49
	1.0312500000000000E+00,	9.9633322228403365E-01
	1.0625000000000000E+00,	9.9633322228403376E-01
	1.0937500000000000E+00,	9.9633322228403409E-01
	1.1250000000000000E+00,	9.9633322228403343E-01
	1.1562500000000000E+00,	9.9633322228403332E-01
	1.1875000000000000E+00,	9.9633322228403365E-01
	1.2187500000000000E+00,	9.9633322228403376E-01
	1.2500000000000000E+00,	9.9633322228403365E-01
	1.2812500000000000E+00,	9.9633322228403343E-01
	1.3125000000000000E+00,	9.9633322228403343E-01
	1.3437500000000000E+00,	9.9633322228403365E-01
	1.3750000000000000E+00,	9.9633322228403343E-01
	1.4062500000000000E+00,	9.9633322228403365E-01
	1.4375000000000000E+00,	9.9633322228403376E-01
	1.4687500000000000E+00,	9.9633322228403365E-01
	1.5000000000000000E+00,	9.9633322228403365E-01
	-5.0000000000000000E-01,	1.0277598962357799E+00
	-4.6875000000000000E-01,	1.0277598962357799E+00
	-4.3750000000000000E-01,	1.0277598962357799E+00
	-4.0625000000000000E-01,	1.0277598962357799E+00
	-3.7500000000000000E-01,	1.0277598962357799E+00
	-3.4375000000000000E-01,	1.0277598962357799E+00
	-3.1250000000000000E-01,	1.0277598962357799E+00
	-2.8125000000000000E-01,	1.0277598962357799E+00
	-2.5000000000000000E-01,	1.0277598962357799E+00
	-2.1875000000000000E-01,	1.0277598962357799E+00
	-1.8750000000000000E-01,	1.0277598962357799E+00
	-1.5625000000000000E-01,	1.0277598962357799E+00
	-1.2500000000000000E-01,	1.0277598962357799E+00
	-9.3750000000000000E-02,	1.0277598962357799E+00
	-6.2500000000000000E-02,	1.0277598962357799E+00
	-3.1250000000000000E-02,	1.0277598962357790E+00
	0.0000000000000000E+00,	1.0277598962357799E+00
	3.1250000000000000E-02,	1.0294946602288260E+00
	6.2500000000000000E-02,	1.0312294242218709E+00
	9.3750000000000000E-02,	1.0329641882149170E+00
	1.2500000000000000E-01,	1.0346989522079630E+00
	1.5625000000000000E-01,	1.0364337162010091E+00
	1.8750000000000000E-01,	1.0381684801940541E+00
	2.1875000000000000E-01,	1.0399032441870999E+00
	2.5000000000000000E-01,	1.0416380081801460E+00
	2.8125000000000000E-01,	1.0433727721731920E+00
	3.1250000000000000E-01,	1.0451075361662370E+00
	3.4375000000000000E-01,	1.0468423001592830E+00
	3.7500000000000000E-01,	1.0485770641523291E+00
	4.0625000000000000E-01,	1.0503118281453749E+00
	4.3750000000000000E-01,	1.0520465921384210E+00
	4.6875000000000000E-01,	1.0537813561314660E+00
	5.0000000000000000E-01,	1.0555161201245120E+00
	5.3125000000000000E-01,	1.0537813561314660E+00
	5.6250000000000000E-01,	1.0520465921384210E+00
	5.9375000000000000E-01,	1.0503118281453749E+00
	6.2500000000000000E-01,	1.0485770641523291E+00
	6.5625000000000000E-01,	1.0468423001592830E+00
	6.8750000000000000E-01,	1.0451075361662381E+00
	7.1875000000000000E-01,	1.0433727721731920E+00
	7.5000000000000000E-01,	1.0416380081801460E+00
	7.8125000000000000E-01,	1.0399032441870999E+00
	8.1250000000000000E-01,	1.0381684801940541E+00
	8.4375000000000000E-01,	1.0364337162010080E+00
	8.7500000000000000E-01,	1.0346989522079630E+00
	9.0625000000000000E-01,	1.0329641882149170E+00
	9.3750000000000000E-01,	1.0312294242218709E+00
	9.6875000000000000E-01,	1.0294946602288260E+00
	1.0000000000000000E+00,	1.0277598962357799E+00
	1.0312500000000000E+00,	1.0277598962357799E+00
	1.0625000000000000E+00,	1.0277598962357799E+00
	1.0937500000000000E+00,	1.0277598962357799E+00
	1.1250000000000000E+00,	1.0277598962357799E+00
	1.1562500000000000E+00,	1.0277598962357790E+00
	1.1875000000000000E+00,	1.0277598962357799E+00
	1.2187500000000000E+00,	1.0277598962357799E+00
	1.2500000000000000E+00,	1.0277598962357799E+00
	1.2812500000000000E+00,	1.0277598962357799E+00
	1.3125000000000000E+00,	1.0277598962357799E+00
	1.3437500000000000E+00,	1.0277598962357799E+00
	1.3750000000000000E+00,	1.0277598962357799E+00
	1.4062500000000000E+00,	1.0277598962357799E+00
	1.4375000000000000E+00,	1.0277598962357799E+00
	1.4687500000000000E+00,	1.0277598962357799E+00
	1.5000000000000000E+00,	1.0277598962357799E+00
	-5.0000000000000000E-01,	1.0591967195709140E+00
	-4.6875000000000000E-01,	1.0591967195709140E+00
	-4.3750000000000000E-01,	1.0591967195709151E+00
	-4.0625000000000000E-01,	1.0591967195709140E+00
	-3.7500000000000000E-01,	1.0591967195709151E+00
	-3.4375000000000000E-01,	1.0591967195709140E+00
	-3.1250000000000000E-01,	1.0591967195709140E+00
	-2.8125000000000000E-01,	1.0591967195709140E+00
	-2.5000000000000000E-01,	1.0591967195709140E+00
	-2.1875000000000000E-01,	1.0591967195709140E+00
	-1.8750000000000000E-01,	1.0591967195709140E+00
	-1.5625000000000000E-01,	1.0591967195709140E+00
	-1.2500000000000000E-01,	1.0591967195709140E+00
	-9.3750000000000000E-02,	1.0591967195709140E+00
	-6.2500000000000000E-02,	1.0591967195709140E+00
	-3.1250000000000000E-02,	1.0591967195709140E+00
	0.0000000000000000E+00,	1.0591967195709140E+00
	3.1250000000000000E-02,	1.0608160010610070E+00
	6.2500000000000000E-02,	1.0624352825510990E+00
	9.3750000000000000E-02,	1.0640545640411920E+00
	1.2500000000000000E-01,	1.0656738455312851E+00
	1.5625000000000000E-01,	1.0672931270213779E+00
	1.8750000000000000E-01,	1.0689124085114701E+00
	2.1875000000000000E-01,	1.0705316900015629E+00
	2.5000000000000000E-01,	1.0721509714916559E+00
	2.8125000000000000E-01,	1.0737702529817481E+00
	3.1250000000000000E-01,	1.0753895344718409E+00
	3.4375000000000000E-01,	1.0770088159619331E+00
	3.7500000000000000E-01,	1.0786280974520259E+00
	4.0625000000000000E-01,	1.0802473789421190E+00
	4.3750000000000000E-01,	1.0818666604322120E+00
	4.6875000000000000E-01,	1.0834859419223040E+00
	5.0000000000000000E-01,	1.0851052234123970E+00
	5.3125000000000000E-01,	1.0834859419223040E+00
	5.6250000000000000E-01,	1.0818666604322120E+00
	5.9375000000000000E-01,	1.0802473789421190E+00
	6.2500000000000000E-01,	1.0786280974520259E+00
	6.5625000000000000E-01,	1.0770088159619340E+00
	6.8750000000000000E-01,	1.0753895344718409E+00
	7.1875000000000000E-01,	1.0737702529817481E+00
	7.5000000000000000E-01,	1.0721509714916551E+00
	7.8125000000000000E-01,	1.0705316900015629E+00
	8.1250000000000000E-01,	1.0689124085114701E+00
	8.4375000000000000E-01,	1.0672931270213779E+00
	8.7500000000000000E-01,	1.0656738455312851E+00
	9.0625000000000000E-01,	1.0640545640411920E+00
	9.3750000000000000E-01,	1.0624352825511001E+00
	9.6875000000000000E-01,	1.0608160010610070E+00
	1.0000000000000000E+00,	1.0591967195709140E+00
	1.0312500000000000E+00,	1.0591967195709140E+00
	1.0625000000000000E+00,	1.0591967195709140E+00
	1.0937500000000000E+00,	1.0591967195709151E+00
	1.1250000000000000E+00,	1.0591967195709140E+00
	1.1562500000000000E+00,	1.0591967195709140E+00
	1.1875000000000000E+00,	1.0591967195709140E+00
	1.2187500000000000E+00,	1.0591967195709140E+00
	1.2500000000000000E+00,	1.0591967195709140E+00
	1.2812500000000000E+00,	1.0591967195709140E+00
	1.3125000000000000E+00,	1.0591967195709140E+00
	1.3437500000000000E+00,	1.0591967195709140E+00
	1.3750000000000000E+00,	1.0591967195709140E+00
	1.4062500000000000E+00,	1.0591967195709140E+00
	1.4375000000000000E+00,	1.0591967195709140E+00
	1.4687500000000000E+00,	1.0591967195709140E+00
	1.5000000000000000E+00,	1.0591967195709140E+00
	-5.0000000000000000E-01,	1.0906430196070080E+00
	-4.6875000000000000E-01,	1.0906430196070080E+00
	-4.3750000000000000E-01,	1.0906430196070080E+00
	-4.0625000000000000E-01,	1.0906430196070069E+00
	-3.7500000000000000E-01,	1.0906430196070080E+00
	-3.4375000000000000E-01,	1.0906430196070080E+00
	-3.1250000000000000E-01,	1.0906430196070080E+00
	-2.8125000000000000E-01,	1.0906430196070080E+00
	-2.5000000000000000E-01,	1.0906430196070080E+00
	-2.1875000000000000E-01,	1.0906430196070069E+00
	-1.8750000000000000E-01,	1.0906430196070080E+00
	-1.5625000000000000E-01,	1.0906430196070080E+00
	-1.2500000000000000E-01,	1.0906430196070080E+00
	-9.3750000000000000E-02,	1.0906430196070069E+00
	-6.2500000000000000E-02,	1.0906430196070080E+00
	-3.1250000000000000E-02,	1.0906430196070069E+00
	0.0000000000000000E+00,	1.0906430196070080E+00
	3.1250000000000000E-02,	1.0921467837816869E+00
	6.2500000000000000E-02,	1.0936505479563670E+00
	9.3750000000000000E-02,	1.0951543121310470E+00
	1.2500000000000000E-01,	1.0966580763057270E+00
	1.5625000000000000E-01,	1.0981618404804070E+00
	1.8750000000000000E-01,	1.0996656046550859E+00
	2.1875000000000000E-01,	1.1011693688297659E+00
	2.5000000000000000E-01,	1.1026731330044459E+00
	2.8125000000000000E-01,	1.1041768971791259E+00
	3.1250000000000000E-01,	1.1056806613538050E+00
	3.4375000000000000E-01,	1.1071844255284851E+00
	3.7500000000000000E-01,	1.1086881897031651E+00
	4.0625000000000000E-01,	1.1101919538778451E+00
	4.3750000000000000E-01,	1.1116957180525251E+00
	4.6875000000000000E-01,	1.1131994822272051E+00
	5.0000000000000000E-01,	1.1147032464018840E+00
	5.3125000000000000E-01,	1.1131994822272040E+00
	5.6250000000000000E-01,	1.1116957180525251E+00
	5.9375000000000000E-01,	1.1101919538778451E+00
	6.2500000000000000E-01,	1.1086881897031651E+00
	6.5625000000000000E-01,	1.1071844255284859E+00
	6.8750000000000000E-01,	1.1056806613538059E+00
	7.1875000000000000E-01,	1.1041768971791259E+00
	7.5000000000000000E-01,	1.1026731330044459E+00
	7.8125000000000000E-01,	1.1011693688297659E+00
	8.1250000000000000E-01,	1.0996656046550859E+00
	8.4375000000000000E-01,	1.0981618404804070E+00
	8.7500000000000000E-01,	1.0966580763057270E+00
	9.0625000000000000E-01,	1.0951543121310470E+00
	9.3750000000000000E-01,	1.0936505479563670E+00
	9.6875000000000000E-01,	1.0921467837816869E+00
	1.0000000000000000E+00,	1.0906430196070080E+00
	1.0312500000000000E+00,	1.0906430196070080E+00
	1.0625000000000000E+00,	1.0906430196070080E+00
	1.0937500000000000E+00,	1.0906430196070080E+00
	1.1250000000000000E+00,	1.0906430196070069E+00
	1.1562500000000000E+00,	1.0906430196070069E+00
	1.1875000000000000E+00,	1.0906430196070080E+00
	1.2187500000000000E+00,	1.0906430196070080E+00
	1.2500000000000000E+00,	1.0906430196070080E+00
	1.2812500000000000E+00,	1.0906430196070069E+00
	1.3125000000000000E+00,	1.0906430196070069E+00
	1.3437500000000000E+00,	1.0906430196070080E+00
	1.3750000000000000E+00,	1.0906430196070069E+00
	1.4062500000000000E+00,	1.0906430196070080E+00
	1.4375000000000000E+00,	1.0906430196070080E+00
	1.4687500000000000E+00,	1.0906430196070080E+00
	1.5000000000000000E+00,	1.0906430196070080E+00
	-5.0000000000000000E-01,	1.1220981228475599E+00
	-4.6875000000000000E-01,	1.1220981228475599E+00
	-4.3750000000000000E-01,	1.1220981228475599E+00
	-4.0625000000000000E-01,	1.1220981228475591E+00
	-3.7500000000000000E-01,	1.1220981228475599E+00
	-3.4375000000000000E-01,	1.1220981228475599E+00
	-3.1250000000000000E-01,	1.1220981228475599E+00
	-2.8125000000000000E-01,	1.1220981228475599E+00
	-2.5000000000000000E-01,	1.1220981228475599E+00
	-2.1875000000000000E-01,	1.1220981228475591E+00
	-1.8750000000000000E-01,	1.1220981228475599E+00
	-1.5625000000000000E-01,	1.1220981228475599E+00
	-1.2500000000000000E-01,	1.1220981228475599E+00
	-9.3750000000000000E-02,	1.1220981228475591E+00
	-6.2500000000000000E-02,	1.1220981228475599E+00
	-3.1250000000000000E-02,	1.1220981228475591E+00
	0.0000000000000000E+00,	1.1220981228475599E+00
	3.1250000000000000E-02,	1.1234863373684421E+00
	6.2500000000000000E-02,	1.1248745518893239E+00
	9.3750000000000000E-02,	1.1262627664102070E+00
	1.2500000000000000E-01,	1.1276509809310891E+00
	1.5625000000000000E-01,	1.1290391954519710E+00
	1.8750000000000000E-01,	1.1304274099728531E+00
	2.1875000000000000E-01,	1.1318156244937361E+00
	2.5000000000000000E-01,	1.1332038390146180E+00
	2.8125000000000000E-01,	1.1345920535355010E+00
	3.1250000000000000E-01,	1.1359802680563831E+00
	3.4375000000000000E-01,	1.1373684825772650E+00
	3.7500000000000000E-01,	1.1387566970981480E+00
	4.0625000000000000E-01,	1.1401449116190301E+00
	4.3750000000000000E-01,	1.1415331261399120E+00
	4.6875000000000000E-01,	1.1429213406607941E+00
	5.0000000000000000E-01,	1.1443095551816771E+00
	5.3125000000000000E-01,	1.1429213406607941E+00
	5.6250000000000000E-01,	1.1415331261399120E+00
	5.9375000000000000E-01,	1.1401449116190301E+00
	6.2500000000000000E-01,	1.1387566970981480E+00
	6.5625000000000000E-01,	1.1373684825772650E+00
	6.8750000000000000E-01,	1.1359802680563831E+00
	7.1875000000000000E-01,	1.1345920535355010E+00
	7.5000000000000000E-01,	1.1332038390146180E+00
	7.8125000000000000E-01,	1.1318156244937361E+00
	8.1250000000000000E-01,	1.1304274099728531E+00
	8.4375000000000000E-01,	1.1290391954519710E+00
	8.7500000000000000E-01,	1.1276509809310891E+00
	9.0625000000000000E-01,	1.1262627664102070E+00
	9.3750000000000000E-01,	1.1248745518893239E+00
	9.6875000000000000E-01,	1.1234863373684421E+00
	1.0000000000000000E+00,	1.1220981228475599E+00
	1.0312500000000000E+00,	1.1220981228475599E+00
	1.0625000000000000E+00,	1.1220981228475599E+00
	1.0937500000000000E+00,	1.1220981228475599E+00
	1.1250000000000000E+00,	1.1220981228475591E+00
	1.1562500000000000E+00,	1.1220981228475591E+00
	1.1875000000000000E+00,	1.1220981228475599E+00
	1.2187500000000000E+00,	1.1220981228475599E+00
	1.2500000000000000E+00,	1.1220981228475599E+00
	1.2812500000000000E+00,	1.1220981228475591E+00
	1.3125000000000000E+00,	1.1220981228475591E+00
	1.3437500000000000E+00,	1.1220981228475599E+00
	1.3750000000000000E+00,	1.1220981228475591E+00
	1.4062500000000000E+00,	1.1220981228475599E+00
	1.4375000000000000E+00,	1.1220981228475599E+00
	1.4687500000000000E+00,	1.1220981228475599E+00
	1.5000000000000000E+00,	1.1220981228475599E+00
	-5.0000000000000000E-01,	1.1535613550395210E+00
	-4.6875000000000000E-01,	1.1535613550395210E+00
	-4.3750000000000000E-01,	1.1535613550395210E+00
	-4.0625000000000000E-01,	1.1535613550395210E+00
	-3.7500000000000000E-01,	1.1535613550395210E+00
	-3.4375000000000000E-01,	1.1535613550395210E+00
	-3.1250000000000000E-01,	1.1535613550395210E+00
	-2.8125000000000000E-01,	1.1535613550395210E+00
	-2.5000000000000000E-01,	1.1535613550395210E+00
	-2.1875000000000000E-01,	1.1535613550395210E+00
	-1.8750000000000000E-01,	1.1535613550395210E+00
	-1.5625000000000000E-01,	1.1535613550395210E+00
	-1.2500000000000000E-01,	1.1535613550395210E+00
	-9.3750000000000000E-02,	1.1535613550395210E+00
	-6.2500000000000000E-02,	1.1535613550395210E+00
	-3.1250000000000000E-02,	1.1535613550395210E+00
	0.0000000000000000E+00,	1.1535613550395210E+00
	3.1250000000000000E-02,	1.1548339900450750E+00
	6.2500000000000000E-02,	1.1561066250506300E+00
	9.3750000000000000E-02,	1.1573792600561841E+00
	1.2500000000000000E-01,	1.1586518950617390E+00
	1.5625000000000000E-01,	1.1599245300672929E+00
	1.8750000000000000E-01,	1.1611971650728470E+00
	2.1875000000000000E-01,	1.1624698000784019E+00
	2.5000000000000000E-01,	1.1637424350839560E+00
	2.8125000000000000E-01,	1.1650150700895110E+00
	3.1250000000000000E-01,	1.1662877050950651E+00
	3.4375000000000000E-01,	1.1675603401006200E+00
	3.7500000000000000E-01,	1.1688329751061739E+00
	4.0625000000000000E-01,	1.1701056101117291E+00
	4.3750000000000000E-01,	1.1713782451172829E+00
	4.6875000000000000E-01,	1.1726508801228370E+00
	5.0000000000000000E-01,	1.1739235151283920E+00
	5.3125000000000000E-01,	1.1726508801228370E+00
	5.6250000000000000E-01,	1.1713782451172829E+00
	5.9375000000000000E-01,	1.1701056101117280E+00
	6.2500000000000000E-01,	1.1688329751061739E+00
	6.5625000000000000E-01,	1.1675603401006200E+00
	6.8750000000000000E-01,	1.1662877050950660E+00
	7.1875000000000000E-01,	1.1650150700895110E+00
	7.5000000000000000E-01,	1.1637424350839560E+00
	7.8125000000000000E-01,	1.1624698000784019E+00
	8.1250000000000000E-01,	1.1611971650728470E+00
	8.4375000000000000E-01,	1.1599245300672929E+00
	8.7500000000000000E-01,	1.1586518950617379E+00
	9.0625000000000000E-01,	1.1573792600561841E+00
	9.3750000000000000E-01,	1.1561066250506300E+00
	9.6875000000000000E-01,	1.1548339900450750E+00
	1.0000000000000000E+00,	1.1535613550395210E+00
	1.0312500000000000E+00,	1.1535613550395210E+00
	1.0625000000000000E+00,	1.1535613550395210E+00
	1.0937500000000000E+00,	1.1535613550395210E+00
	1.1250000000000000E+00,	1.1535613550395210E+00
	1.1562500000000000E+00,	1.1535613550395210E+00
	1.1875000000000000E+00,	1.1535613550395210E+00
	1.2187500000000000E+00,	1.1535613550395210E+00
	1.2500000000000000E+00,	1.1535613550395210E+00
	1.2812500000000000E+00,	1.1535613550395210E+00
	1.3125000000000000E+00,	1.1535613550395210E+00
	1.3437500000000000E+00,	1.1535613550395210E+00
	1.3750000000000000E+00,	1.1535613550395210E+00
	1.4062500000000000E+00,	1.1535613550395210E+00
	1.4375000000000000E+00,	1.1535613550395210E+00
	1.4687500000000000E+00,	1.1535613550395210E+00
	1.5000000000000000E+00,	1.1535613550395210E+00
	-5.0000000000000000E-01,	1.1850320412309561E+00
	-4.6875000000000000E-01,	1.1850320412309561E+00
	-4.3750000000000000E-01,	1.1850320412309561E+00
	-4.0625000000000000E-01,	1.1850320412309561E+00
	-3.7500000000000000E-01,	1.1850320412309561E+00
	-3.4375000000000000E-01,	1.1850320412309561E+00
	-3.1250000000000000E-01,	1.1850320412309561E+00
	-2.8125000000000000E-01,	1.1850320412309561E+00
	-2.5000000000000000E-01,	1.1850320412309561E+00
	-2.1875000000000000E-01,	1.1850320412309561E+00
	-1.8750000000000000E-01,	1.1850320412309561E+00
	-1.5625000000000000E-01,	1.1850320412309561E+00
	-1.2500000000000000E-01,	1.1850320412309561E+00
	-9.3750000000000000E-02,	1.1850320412309561E+00
	-6.2500000000000000E-02,	1.1850320412309561E+00
	-3.1250000000000000E-02,	1.1850320412309561E+00
	0.0000000000000000E+00,	1.1850320412309561E+00
	3.1250000000000000E-02,	1.1861890693390740E+00
	6.2500000000000000E-02,	1.1873460974471910E+00
	9.3750000000000000E-02,	1.1885031255553089E+00
	1.2500000000000000E-01,	1.1896601536634270E+00
	1.5625000000000000E-01,	1.1908171817715449E+00
	1.8750000000000000E-01,	1.1919742098796631E+00
	2.1875000000000000E-01,	1.1931312379877810E+00
	2.5000000000000000E-01,	1.1942882660958980E+00
	2.8125000000000000E-01,	1.1954452942040159E+00
	3.1250000000000000E-01,	1.1966023223121340E+00
	3.4375000000000000E-01,	1.1977593504202519E+00
	3.7500000000000000E-01,	1.1989163785283701E+00
	4.0625000000000000E-01,	1.2000734066364871E+00
	4.3750000000000000E-01,	1.2012304347446050E+00
	4.6875000000000000E-01,	1.2023874628527229E+00
	5.0000000000000000E-01,	1.2035444909608410E+00
	5.3125000000000000E-01,	1.2023874628527229E+00
	5.6250000000000000E-01,	1.2012304347446050E+00
	5.9375000000000000E-01,	1.2000734066364871E+00
	6.2500000000000000E-01,	1.1989163785283701E+00
	6.5625000000000000E-01,	1.1977593504202519E+00
	6.8750000000000000E-01,	1.1966023223121340E+00
	7.1875000000000000E-01,	1.1954452942040159E+00
	7.5000000000000000E-01,	1.1942882660958980E+00
	7.8125000000000000E-01,	1.1931312379877810E+00
	8.1250000000000000E-01,	1.1919742098796631E+00
	8.4375000000000000E-01,	1.1908171817715449E+00
	8.7500000000000000E-01,	1.1896601536634270E+00
	9.0625000000000000E-01,	1.1885031255553089E+00
	9.3750000000000000E-01,	1.1873460974471921E+00
	9.6875000000000000E-01,	1.1861890693390740E+00
	1.0000000000000000E+00,	1.1850320412309561E+00
	1.0312500000000000E+00,	1.1850320412309561E+00
	1.0625000000000000E+00,	1.1850320412309561E+00
	1.0937500000000000E+00,	1.1850320412309561E+00
	1.1250000000000000E+00,	1.1850320412309561E+00
	1.1562500000000000E+00,	1.1850320412309561E+00
	1.1875000000000000E+00,	1.1850320412309561E+00
	1.2187500000000000E+00,	1.1850320412309561E+00
	1.2500000000000000E+00,	1.1850320412309561E+00
	1.2812500000000000E+00,	1.1850320412309561E+00
	1.3125000000000000E+00,	1.1850320412309561E+00
	1.3437500000000000E+00,	1.1850320412309561E+00
	1.3750000000000000E+00,	1.1850320412309561E+00
	1.4062500000000000E+00,	1.1850320412309561E+00
	1.4375000000000000E+00,	1.1850320412309561E+00
	1.4687500000000000E+00,	1.1850320412309561E+00
	1.5000000000000000E+00,	1.1850320412309561E+00
	-5.0000000000000000E-01,	1.2165095058288351E+00
	-4.6875000000000000E-01,	1.2165095058288351E+00
	-4.3750000000000000E-01,	1.2165095058288360E+00
	-4.0625000000000000E-01,	1.2165095058288351E+00
	-3.7500000000000000E-01,	1.2165095058288360E+00
	-3.4375000000000000E-01,	1.2165095058288351E+00
	-3.1250000000000000E-01,	1.2165095058288360E+00
	-2.8125000000000000E-01,	1.2165095058288360E+00
	-2.5000000000000000E-01,	1.2165095058288351E+00
	-2.1875000000000000E-01,	1.2165095058288351E+00
	-1.8750000000000000E-01,	1.2165095058288351E+00
	-1.5625000000000000E-01,	1.2165095058288351E+00
	-1.2500000000000000E-01,	1.2165095058288360E+00
	-9.3750000000000000E-02,	1.2165095058288351E+00
	-6.2500000000000000E-02,	1.2165095058288351E+00
	-3.1250000000000000E-02,	1.2165095058288351E+00
	0.0000000000000000E+00,	1.2165095058288351E+00
	3.1250000000000000E-02,	1.2175509021391839E+00
	6.2500000000000000E-02,	1.2185922984495330E+00
	9.3750000000000000E-02,	1.2196336947598820E+00
	1.2500000000000000E-01,	1.2206750910702320E+00
	1.5625000000000000E-01,	1.2217164873805810E+00
	1.8750000000000000E-01,	1.2227578836909290E+00
	2.1875000000000000E-01,	1.2237992800012780E+00
	2.5000000000000000E-01,	1.2248406763116271E+00
	2.8125000000000000E-01,	1.2258820726219759E+00
	3.1250000000000000E-01,	1.2269234689323250E+00
	3.4375000000000000E-01,	1.2279648652426740E+00
	3.7500000000000000E-01,	1.2290062615530231E+00
	4.0625000000000000E-01,	1.2300476578633719E+00
	4.3750000000000000E-01,	1.2310890541737209E+00
	4.6875000000000000E-01,	1.2321304504840700E+00
	5.0000000000000000E-01,	1.2331718467944190E+00
	5.3125000000000000E-01,	1.2321304504840700E+00
	5.6250000000000000E-01,	1.2310890541737209E+00
	5.9375000000000000E-01,	1.2300476578633719E+00
	6.2500000000000000E-01,	1.2290062615530231E+00
	6.5625000000000000E-01,	1.2279648652426740E+00
	6.8750000000000000E-01,	1.2269234689323261E+00
	7.1875000000000000E-01,	1.2258820726219770E+00
	7.5000000000000000E-01,	1.2248406763116271E+00
	7.8125000000000000E-01,	1.2237992800012780E+00
	8.1250000000000000E-01,	1.2227578836909290E+00
	8.4375000000000000E-01,	1.2217164873805799E+00
	8.7500000000000000E-01,	1.2206750910702311E+00
	9.0625000000000000E-01,	1.2196336947598820E+00
	9.3750000000000000E-01,	1.2185922984495330E+00
	9.6875000000000000E-01,	1.2175509021391839E+00
	1.0000000000000000E+00,	1.2165095058288360E+00
	1.0312500000000000E+00,	1.2165095058288351E+00
	1.0625000000000000E+00,	1.2165095058288360E+00
	1.0937500000000000E+00,	1.2165095058288360E+00
	1.1250000000000000E+00,	1.2165095058288351E+00
	1.1562500000000000E+00,	1.2165095058288351E+00
	1.1875000000000000E+00,	1.2165095058288351E+00
	1.2187500000000000E+00,	1.2165095058288360E+00
	1.2500000000000000E+00,	1.2165095058288351E+00
	1.2812500000000000E+00,	1.2165095058288351E+00
	1.3125000000000000E+00,	1.2165095058288351E+00
	1.3437500000000000E+00,	1.2165095058288351E+00
	1.3750000000000000E+00,	1.2165095058288351E+00
	1.4062500000000000E+00,	1.2165095058288351E+00
	1.4375000000000000E+00,	1.2165095058288360E+00
	1.4687500000000000E+00,	1.2165095058288351E+00
	1.5000000000000000E+00,	1.2165095058288351E+00
	-5.0000000000000000E-01,	1.2479930726569430E+00
	-4.6875000000000000E-01,	1.2479930726569430E+00
	-4.3750000000000000E-01,	1.2479930726569439E+00
	-4.0625000000000000E-01,	1.2479930726569430E+00
	-3.7500000000000000E-01,	1.2479930726569439E+00
	-3.4375000000000000E-01,	1.2479930726569430E+00
	-3.1250000000000000E-01,	1.2479930726569439E+00
	-2.8125000000000000E-01,	1.2479930726569439E+00
	-2.5000000000000000E-01,	1.2479930726569430E+00
	-2.1875000000000000E-01,	1.2479930726569430E+00
	-1.8750000000000000E-01,	1.2479930726569430E+00
	-1.5625000000000000E-01,	1.2479930726569430E+00
	-1.2500000000000000E-01,	1.2479930726569439E+00
	-9.3750000000000000E-02,	1.2479930726569430E+00
	-6.2500000000000000E-02,	1.2479930726569430E+00
	-3.1250000000000000E-02,	1.2479930726569430E+00
	0.0000000000000000E+00,	1.2479930726569430E+00
	3.1250000000000000E-02,	1.2489188147531101E+00
	6.2500000000000000E-02,	1.2498445568492771E+00
	9.3750000000000000E-02,	1.2507702989454450E+00
	1.2500000000000000E-01,	1.2516960410416120E+00
	1.5625000000000000E-01,	1.2526217831377791E+00
	1.8750000000000000E-01,	1.2535475252339461E+00
	2.1875000000000000E-01,	1.2544732673301131E+00
	2.5000000000000000E-01,	1.2553990094262799E+00
	2.8125000000000000E-01,	1.2563247515224469E+00
	3.1250000000000000E-01,	1.2572504936186140E+00
	3.4375000000000000E-01,	1.2581762357147810E+00
	3.7500000000000000E-01,	1.2591019778109480E+00
	4.0625000000000000E-01,	1.2600277199071150E+00
	4.3750000000000000E-01,	1.2609534620032821E+00
	4.6875000000000000E-01,	1.2618792040994491E+00
	5.0000000000000000E-01,	1.2628049461956159E+00
	5.3125000000000000E-01,	1.2618792040994491E+00
	5.6250000000000000E-01,	1.2609534620032821E+00
	5.9375000000000000E-01,	1.2600277199071150E+00
	6.2500000000000000E-01,	1.2591019778109480E+00
	6.5625000000000000E-01,	1.2581762357147810E+00
	6.8750000000000000E-01,	1.2572504936186140E+00
	7.1875000000000000E-01,	1.2563247515224469E+00
	7.5000000000000000E-01,	1.2553990094262790E+00
	7.8125000000000000E-01,	1.2544732673301131E+00
	8.1250000000000000E-01,	1.2535475252339461E+00
	8.4375000000000000E-01,	1.2526217831377791E+00
	8.7500000000000000E-01,	1.2516960410416109E+00
	9.0625000000000000E-01,	1.2507702989454450E+00
	9.3750000000000000E-01,	1.2498445568492780E+00
	9.6875000000000000E-01,	1.2489188147531101E+00
	1.0000000000000000E+00,	1.2479930726569439E+00
	1.0312500000000000E+00,	1.2479930726569430E+00
	1.0625000000000000E+00,	1.2479930726569439E+00
	1.0937500000000000E+00,	1.2479930726569439E+00
	1.1250000000000000E+00,	1.2479930726569430E+00
	1.1562500000000000E+00,	1.2479930726569430E+00
	1.1875000000000000E+00,	1.2479930726569430E+00
	1.2187500000000000E+00,	1.2479930726569439E+00
	1.2500000000000000E+00,	1.2479930726569430E+00
	1.2812500000000000E+00,	1.2479930726569430E+00
	1.3125000000000000E+00,	1.2479930726569430E+00
	1.3437500000000000E+00,	1.2479930726569430E+00
	1.3750000000000000E+00,	1.2479930726569430E+00
	1.4062500000000000E+00,	1.2479930726569430E+00
